TEMP,Heart Rate,Humidity,label
31.51,100.7,30.154995000000003,2
31.51,100.27,30.12296,2
31.51,100.27,30.084515,2
31.51,100.27,30.065295,2
31.51,100.27,30.058885000000004,2
31.49,99.8,30.039665000000003,2
31.49,99.8,29.975589999999997,2
31.49,99.8,29.94996,2
31.49,99.8,30.001220000000004,2
31.51,99.35,30.14218,2
31.51,99.35,30.4177,2
31.51,99.35,30.750885,2
31.51,99.35,31.135334999999998,2
31.49,98.95,31.353185,2
31.49,98.95,31.494149999999998,2
31.49,98.95,31.583855,2
31.51,98.47,31.596669999999996,2
31.51,98.47,31.462110000000003,2
31.51,98.47,31.378815000000003,2
31.51,98.47,31.26989,2
31.49,97.95,31.186595,2
31.49,97.95,31.077665,2
31.49,97.95,31.058445,2
31.49,97.95,31.026405,2
31.49,97.42,30.949515,2
31.49,97.42,30.911075,2
31.49,97.42,30.955925,2
31.49,96.93,30.955925,2
31.49,96.93,30.930295,2
31.49,96.93,30.89826,2
31.49,96.93,30.911075,2
31.47,96.43,30.866220000000002,2
31.47,96.43,30.84059,2
31.47,96.43,30.827775000000003,2
31.47,96.43,30.859814999999998,2
31.51,95.97,30.834185,2
31.51,95.97,30.776515,2
31.51,95.97,30.750885,2
31.51,95.97,30.74448,2
31.49,95.5,30.667589999999997,2
31.49,95.5,30.654775,2
31.49,95.5,30.61633,2
31.51,95.05,30.533035,2
31.51,95.05,30.44974,2
31.51,95.05,30.42411,2
31.51,95.05,30.47537,2
31.51,94.63,30.456145,2
31.51,94.63,30.436925000000002,2
31.51,94.63,30.481775,2
31.51,94.63,30.47537,2
31.51,94.18,30.14859,2
31.51,94.18,28.271215,2
31.51,94.18,27.963655,2
31.51,94.18,27.92521,2
31.51,93.8,27.957250000000002,2
31.51,93.8,28.168695,2
31.51,93.8,28.271215,2
31.51,93.8,28.30966,2
31.51,93.35,28.219955,2
31.51,93.35,28.046954999999997,2
31.51,93.35,28.00851,2
31.51,93.35,28.03414,2
31.51,92.88,28.13025,2
31.51,92.88,28.22636,2
31.51,92.88,28.296844999999998,2
31.51,92.88,28.437804999999997,2
31.51,92.43,28.514695,2
31.51,92.43,28.597990000000003,2
31.51,92.43,28.636435,2
31.51,92.43,28.585175,2
31.53,92.0,28.597990000000003,2
31.53,92.0,28.758180000000003,2
31.53,92.0,29.00166,2
31.53,92.0,28.956805000000003,2
31.51,91.52,28.963214999999998,2
31.51,91.52,29.1234,2
31.51,91.52,29.360475,2
31.51,91.52,29.680844999999998,2
31.53,91.05,29.981995,2
31.53,91.05,30.32159,2
31.53,91.05,30.584294999999997,2
31.53,91.05,30.57148,2
31.53,90.57,30.577885000000002,2
31.53,90.57,30.609920000000002,2
31.53,90.57,30.622735,2
31.53,90.57,30.53944,2
31.55,90.1,30.59711,2
31.55,90.1,30.699624999999997,2
31.55,90.1,30.930295,2
31.55,90.1,31.077665,2
31.53,89.62,31.103295000000003,2
31.53,89.62,31.06485,2
31.53,89.62,30.962329999999998,2
31.55,89.13,30.866220000000002,2
31.55,89.13,30.725254999999997,2
31.55,89.13,30.641959999999997,2
31.55,89.13,30.57148,2
31.57,88.63,30.46896,2
31.57,88.63,30.39848,2
31.57,88.63,30.360035,2
31.57,88.63,30.302365,2
31.55,88.07,30.251105,2
31.55,88.07,30.17422,2
31.55,88.07,30.18703,2
31.59,87.57,30.103735,2
31.59,87.57,30.05248,2
31.59,87.57,30.065295,2
31.59,87.57,30.02685,2
31.57,87.08,29.981995,2
31.57,87.08,29.86666,2
31.57,87.08,29.802585,2
31.57,87.08,29.757734999999997,2
31.57,86.6,29.757734999999997,2
31.57,86.6,29.661624999999997,2
31.57,86.6,29.66803,2
31.57,86.6,29.655215,2
31.57,86.27,29.62959,2
31.57,86.27,29.584735000000002,2
31.57,86.27,29.623179999999998,2
31.57,86.27,29.635995,2
31.59,86.02,29.623179999999998,2
31.59,86.02,29.610365,2
31.59,86.02,29.603959999999997,2
31.59,86.02,29.59755,2
31.61,85.75,29.533475,2
31.61,85.75,29.482214999999997,2
31.61,85.75,29.456585,2
31.61,85.75,29.437365,2
31.59,85.43,29.366880000000002,2
31.59,85.43,29.328439999999997,2
31.59,85.43,29.289995,2
31.59,85.43,29.25155,2
31.63,85.08,29.257955,2
31.63,85.08,29.187475,2
31.63,85.08,29.174660000000003,2
31.63,84.63,29.155440000000002,2
31.63,84.63,29.12981,2
31.63,84.63,29.10418,2
31.63,84.63,29.110585,2
31.63,84.23,29.142625,2
31.63,84.23,29.09777,2
31.63,84.23,29.10418,2
31.63,83.8,29.084955,2
31.63,83.8,29.040105,2
31.63,83.8,29.008065,2
31.63,83.8,28.988844999999998,2
31.65,83.38,29.008065,2
31.65,83.38,28.97603,2
31.65,83.38,28.963214999999998,2
31.65,83.38,28.9504,2
31.63,82.98,28.879920000000002,2
31.63,82.98,28.713324999999998,2
31.63,82.98,28.764585,2
31.63,82.98,28.655659999999997,2
31.63,82.58,28.45062,2
31.63,82.58,28.4314,2
31.63,82.58,28.508285,2
31.63,82.58,28.540325000000003,2
31.61,82.22,28.70692,2
31.61,82.22,28.70051,2
31.61,82.22,28.687694999999998,2
31.61,82.22,28.68129,2
31.63,81.87,28.642845,2
31.63,81.87,28.687694999999998,2
31.63,81.87,28.713324999999998,2
31.63,81.87,28.70692,2
31.67,81.5,28.713324999999998,2
31.67,81.5,28.719735,2
31.67,81.5,28.668475,2
31.67,81.5,28.604400000000002,2
31.69,81.27,28.604400000000002,2
31.69,81.27,28.591585,2
31.69,81.27,28.565955000000002,2
31.69,81.27,28.514695,2
31.69,81.15,28.489065,2
31.69,81.15,28.495469999999997,2
31.69,81.15,28.469845,2
31.69,81.15,28.40577,2
31.69,81.07,28.386545,2
31.69,81.07,28.303250000000002,2
31.69,81.07,28.245585000000002,2
31.71,80.98,28.14947,2
31.71,80.98,28.104619999999997,2
31.71,80.98,28.380139999999997,2
31.71,80.98,28.367325,2
31.69,80.93,28.027730000000002,2
31.69,80.93,28.27762,2
31.69,80.93,28.82866,2
31.69,80.93,29.41814,2
31.71,80.87,30.05248,2
31.71,80.87,30.366439999999997,2
31.71,80.87,31.301925,2
31.71,80.87,31.442890000000002,2
31.65,80.68,31.468519999999998,2
31.65,80.68,31.801705,2
31.65,80.68,32.224595,2
31.65,80.68,32.24812,2
31.67,80.52,32.06871,2
31.67,80.52,31.927750000000003,2
31.67,80.52,31.703484999999997,2
31.67,80.52,31.39593,2
31.65,80.38,31.536895,2
31.65,80.38,31.29341,2
31.65,80.38,30.876929999999998,2
31.65,80.38,31.12041,2
31.61,80.25,31.389525,2
31.61,80.25,31.562525,2
31.61,80.25,31.677855,2
31.61,80.25,31.85086,2
31.61,80.18,31.97901,2
31.61,80.18,32.32501,2
31.61,80.18,32.46597,2
31.61,80.18,32.549265,2
31.57,80.17,32.703045,2
31.57,80.17,32.34423,2
31.57,80.17,32.453154999999995,2
31.59,80.15,32.56849,2
31.59,80.15,32.594120000000004,2
31.59,80.15,32.735085,2
31.59,80.15,32.882455,2
31.61,80.13,32.96575,2
31.61,80.13,32.952935000000004,2
31.61,80.13,32.946525,2
31.61,80.13,32.972155,2
31.63,80.13,33.055455,2
31.63,80.13,32.86323,2
31.63,80.13,32.901675,2
31.63,80.13,32.84401,2
31.65,80.15,32.754305,2
31.65,80.15,32.280155,2
31.65,80.15,32.49801,2
31.65,80.15,32.26734,2
31.67,80.22,32.16482,2
31.67,80.22,31.190894999999998,2
31.67,80.22,31.04993,2
31.67,80.22,31.081965,2
31.61,80.3,29.80048,2
31.61,80.3,29.140514999999997,2
31.61,80.3,28.905549999999998,2
31.61,80.3,28.70051,2
31.61,80.37,28.489065,2
31.61,80.37,28.42499,2
31.61,80.37,28.386545,2
31.61,80.37,28.207140000000003,2
31.59,80.43,28.194325,2
31.59,80.43,28.091805,2
31.59,80.43,28.03414,2
31.59,80.43,27.982879999999998,2
31.59,80.37,27.963655,2
31.59,80.37,27.893175,2
31.59,80.37,27.803469999999997,2
31.59,80.37,27.77784,2
31.59,80.3,27.707359999999998,2
31.59,80.3,27.60484,2
31.59,80.3,27.566395,2
31.59,80.3,27.489504999999998,2
31.59,80.27,27.438245000000002,2
31.59,80.27,27.444655,2
31.59,80.27,27.45747,2
31.59,80.27,27.386985,2
31.55,80.17,27.342135,2
31.55,80.17,27.30369,2
31.55,80.17,27.316505000000003,2
31.55,80.17,27.201175000000003,2
31.57,80.07,27.156319999999997,2
31.57,80.07,27.115995,2
31.57,80.07,27.090365,2
31.57,80.07,26.98144,2
31.57,79.95,26.949405,2
31.57,79.95,26.891734999999997,2
31.57,79.95,26.88533,2
31.57,79.95,26.80844,2
31.61,79.83,26.802030000000002,2
31.61,79.83,26.78281,2
31.61,79.83,26.75077,2
31.61,79.83,26.686695,2
31.61,79.77,26.673879999999997,2
31.61,79.77,26.584180000000003,2
31.61,79.77,26.545735,2
31.61,79.77,26.481659999999998,2
31.59,79.68,26.404770000000003,2
31.59,79.68,26.21255,2
31.59,79.68,26.186919999999997,2
31.59,79.63,26.15488,2
31.59,79.63,26.32788,2
31.59,79.63,26.263804999999998,2
31.59,79.63,26.25099,2
31.59,79.58,26.225364999999996,2
31.59,79.58,26.500884999999997,2
31.59,79.58,26.72514,2
31.59,79.58,26.75077,2
31.59,79.58,26.718735,2
31.59,79.58,26.693105,2
31.59,79.58,26.712325,2
31.57,79.58,26.699510000000004,2
31.57,79.58,26.661065,2
31.57,79.58,26.65466,2
31.57,79.58,26.577769999999997,2
31.57,79.62,26.481659999999998,2
31.57,79.62,26.283029999999997,2
31.57,79.62,26.27662,2
31.57,79.62,26.347105000000003,2
31.55,79.63,26.404770000000003,2
31.55,79.63,26.4304,2
31.55,79.63,26.48807,2
31.55,79.63,26.545735,2
31.53,79.6,26.70592,2
31.53,79.6,26.718735,2
31.53,79.6,26.866105,2
31.53,79.6,27.1224,2
31.51,79.48,27.218515,2
31.51,79.48,27.57092,2
31.51,79.48,27.814405,2
31.51,79.48,27.609365,2
31.55,79.4,27.67344,2
31.55,79.4,27.73111,2
31.55,79.4,27.85285,2
31.55,79.4,27.814405,2
31.57,79.32,27.859254999999997,2
31.57,79.32,27.884885,2
31.57,79.32,27.8977,2
31.57,79.32,28.013035,2
31.55,79.25,28.2437,2
31.55,79.25,28.19885,2
31.55,79.25,28.34622,2
31.55,79.25,28.288555,2
31.57,79.15,28.25011,2
31.57,79.15,28.141185,2
31.57,79.15,28.10274,2
31.57,79.15,28.038664999999998,2
31.55,79.08,28.08352,2
31.55,79.08,27.968185000000002,2
31.55,79.08,27.916925,2
31.55,79.08,27.87207,2
31.59,79.07,27.865665,2
31.59,79.07,27.820809999999998,2
31.59,79.07,27.73111,2
31.59,79.05,27.724700000000002,2
31.59,79.05,27.820809999999998,2
31.59,79.05,28.070705,2
31.59,79.05,28.19885,2
31.55,79.05,28.211665,2
31.55,79.05,28.19885,2
31.55,79.05,28.262925000000003,2
31.55,79.05,28.096335,2
31.57,79.05,27.968185000000002,2
31.57,79.05,27.916925,2
31.57,79.05,27.859254999999997,2
31.57,79.03,27.865665,2
31.57,79.03,27.95537,2
31.57,79.03,28.038664999999998,2
31.57,79.03,28.121965000000003,2
31.61,79.05,28.288555,2
31.61,79.05,28.301370000000002,2
31.61,79.05,27.980999999999998,2
31.61,79.05,27.615775,2
31.47,79.1,27.660625,2
31.47,79.1,27.87207,2
31.47,79.1,28.480780000000003,2
31.47,79.1,28.967744999999997,2
31.51,79.2,28.980555,2
31.51,79.2,29.038225,2
31.51,79.2,29.07667,2
31.51,79.2,29.486745,2
31.47,79.27,29.640520000000002,2
31.47,79.27,30.058885000000004,2
31.47,79.27,30.302365,2
31.47,79.27,30.44333,2
31.53,79.28,30.609920000000002,2
31.53,79.28,30.641959999999997,2
31.53,79.28,30.654775,2
31.53,79.28,31.250664999999998,2
31.39,79.18,31.74404,2
31.39,79.18,31.38522,2
31.39,79.18,31.180184999999998,2
31.39,79.18,31.128925000000002,2
31.41,79.4,31.29552,2
31.41,79.4,31.449295,2
31.41,79.4,31.398035,2
31.41,79.4,31.474925,2
31.49,79.6,31.34037,2
31.49,79.6,31.346775,2
31.49,79.6,31.29552,2
31.49,79.6,31.731225,2
31.53,79.8,31.94267,2
31.53,79.8,32.36556,2
31.53,79.8,31.748340000000002,2
31.53,79.8,32.203265,2
31.39,79.98,32.312195,2
31.39,79.98,32.47238,2
31.39,79.98,31.735525,2
31.39,79.98,31.543305,2
31.45,80.13,31.20371,2
31.45,80.13,30.607815000000002,2
31.45,80.13,30.287445,2
31.45,80.13,30.133665,2
31.55,80.27,29.915815000000002,2
31.55,80.27,28.916255,2
31.55,80.27,29.930735,2
31.55,80.27,30.847,2
31.57,80.35,29.79618,2
31.57,80.35,30.545849999999998,2
31.57,80.35,30.84059,2
31.57,80.35,30.853405000000002,2
31.51,80.38,31.205815,2
31.51,80.38,30.885444999999997,2
31.51,80.38,29.091364999999996,2
31.51,80.38,27.374170000000003,2
31.53,80.35,26.483539999999998,2
31.53,80.35,26.225364999999996,2
31.53,80.35,30.076225,2
31.53,80.35,30.73807,2
31.57,80.3,30.545849999999998,2
31.57,80.3,30.911075,2
31.57,80.3,30.923885000000002,2
31.57,80.3,30.577885000000002,2
31.61,80.23,30.57148,2
31.61,80.23,30.654775,2
31.61,80.23,30.7637,2
31.61,80.23,31.01359,2
31.55,80.17,31.891409999999997,2
31.55,80.17,32.077225,2
31.55,80.17,32.224595,2
31.55,80.17,31.914935,2
31.59,80.12,31.748340000000002,2
31.59,80.12,31.4536,2
31.59,80.12,31.408744999999996,2
31.59,80.12,31.985415000000003,2
31.55,80.08,32.44034,2
31.55,80.08,32.831195,2
31.55,80.08,33.324565,2
31.55,80.08,33.286120000000004,2
31.53,80.08,33.055455,2
31.53,80.08,33.081085,2
31.53,80.08,32.997785,2
31.53,80.08,32.93371,2
31.53,80.02,32.13919,2
31.53,80.02,31.934155,2
31.53,80.02,31.77397,2
31.53,80.02,31.863674999999997,2
31.53,79.93,32.09434,2
31.53,79.93,31.99823,2
31.53,79.93,31.934155,2
31.53,79.93,31.87649,2
31.49,79.78,31.780375,2
31.49,79.78,31.81882,2
31.49,79.78,31.812415,2
31.49,79.78,31.588155,2
31.37,79.63,31.69708,2
31.37,79.63,31.838045,2
31.37,79.63,31.985415000000003,2
31.35,79.52,32.107155,2
31.35,79.52,31.99182,2
31.35,79.52,32.305785,2
31.35,79.52,32.01745,2
31.21,79.43,31.0243,2
31.21,79.43,29.653109999999998,2
31.21,79.43,29.232325000000003,2
31.21,79.43,28.982435,2
31.33,79.32,28.931174999999996,2
31.33,79.32,28.585175,2
31.33,79.32,28.194325,2
31.33,79.32,28.12384,2
31.39,79.22,27.84832,2
31.39,79.22,27.534360000000003,2
31.39,79.22,27.258840000000003,2
31.39,79.22,27.393394999999998,2
31.45,79.05,27.50873,2
31.45,79.05,27.386985,2
31.45,79.05,27.374170000000003,2
31.45,79.05,27.367765,2
31.55,78.9,27.316505000000003,2
31.55,78.9,27.265245,2
31.55,78.9,27.21399,2
31.55,78.9,27.297285,2
31.47,78.82,27.34854,2
31.47,78.82,27.265245,2
31.47,78.82,27.419025,2
31.47,78.82,27.463875,2
31.45,78.73,27.463875,2
31.45,78.73,27.470284999999997,2
31.45,78.73,27.419025,2
31.45,78.73,27.45747,2
31.45,78.78,27.322915000000002,2
31.45,78.78,27.32932,2
31.45,78.78,27.495915000000004,2
31.45,78.78,27.707359999999998,2
31.39,78.8,27.668915,2
31.39,78.8,27.90599,2
31.39,78.8,27.944435,2
31.39,78.8,27.861134999999997,2
31.41,78.8,27.92521,2
31.41,78.8,27.861134999999997,2
31.41,78.8,27.867545,2
31.41,78.8,27.816285,2
31.45,78.9,27.867545,2
31.45,78.9,27.835505,2
31.45,78.9,27.87395,2
31.45,78.9,27.893175,2
31.45,79.0,27.85473,2
31.45,79.0,27.867545,2
31.45,79.0,27.88036,2
31.45,79.0,27.944435,2
31.49,79.13,27.90599,2
31.49,79.13,27.829100000000004,2
31.49,79.13,27.790655,2
31.49,79.13,27.816285,2
31.49,79.28,27.822689999999998,2
31.49,79.28,27.77784,2
31.49,79.28,27.75221,2
31.49,79.37,27.694545,2
31.49,79.37,27.63688,2
31.49,79.37,27.63047,2
31.49,79.37,27.624065,2
31.51,79.5,27.77784,2
31.51,79.5,27.809875,2
31.51,79.5,27.784245,2
31.51,79.5,27.841915,2
31.51,79.62,27.912395,2
31.51,79.62,27.90599,2
31.51,79.62,27.835505,2
31.51,79.62,27.784245,2
31.53,79.72,27.77784,2
31.53,79.72,27.771430000000002,2
31.53,79.72,27.720175,2
31.53,79.72,27.656100000000002,2
31.53,79.82,27.63047,2
31.53,79.82,27.540765,2
31.53,79.82,27.534360000000003,2
31.53,79.82,27.57921,2
31.57,79.87,27.61125,2
31.57,79.87,27.67532,2
31.57,79.87,27.64969,2
31.57,79.87,27.572805,2
31.53,79.9,27.57921,2
31.53,79.9,27.60484,2
31.53,79.9,27.572805,2
31.55,79.92,27.553580000000004,2
31.55,79.92,27.598435000000002,2
31.55,79.92,27.57921,2
31.55,79.92,27.572805,2
31.61,79.95,27.553580000000004,2
31.61,79.95,27.547175,2
31.61,79.95,27.4831,2
31.61,80.03,27.4831,2
31.61,80.03,27.444655,2
31.61,80.03,27.246025,2
31.61,80.03,27.18836,2
31.63,80.08,27.220395000000003,2
31.63,80.08,27.322915000000002,2
31.63,80.08,26.83595,2
31.63,80.08,26.372735,2
31.57,80.08,26.225364999999996,2
31.57,80.08,25.392395,2
31.57,80.08,24.540210000000002,2
31.57,80.08,25.02926,2
31.57,80.12,25.067705,2
31.57,80.12,25.343225,2
31.57,80.12,25.35604,2
31.57,80.12,24.05533,2
31.51,80.15,26.32356,2
31.51,80.15,26.37482,2
31.51,80.15,26.4453,2
31.49,80.12,26.502965,2
31.49,80.12,26.573449999999998,2
31.49,80.12,26.419670000000004,2
31.49,80.12,26.342785000000003,2
31.47,80.08,26.259484999999998,2
31.47,80.08,22.05621,2
31.47,80.08,25.42983,2
31.47,80.08,27.156525000000002,2
31.43,80.05,26.98144,2
31.43,80.05,26.923775,2
31.43,80.05,26.737955000000003,2
31.43,80.05,25.943435,2
31.39,80.02,23.925095,2
31.39,80.02,27.310305,2
31.39,80.02,27.269775,2
31.39,80.02,26.789215,2
31.41,80.02,26.718735,2
31.41,80.02,26.73155,2
31.41,80.02,26.70592,2
31.41,80.02,26.308660000000003,2
31.47,80.02,26.95581,2
31.47,80.02,26.63544,2
31.47,80.02,26.62903,2
31.47,80.02,26.616214999999997,2
31.49,79.97,26.571365,2
31.49,79.97,26.308660000000003,2
31.49,79.97,26.975030000000004,2
31.49,79.97,28.03226,2
31.47,79.87,28.519225000000002,2
31.47,79.87,28.455149999999996,2
31.47,79.87,28.813965000000003,2
31.47,79.87,28.320590000000003,2
31.45,79.75,27.884885,2
31.45,79.75,27.686255000000003,2
31.45,79.75,27.628590000000003,2
31.45,79.75,27.609365,2
31.53,79.7,27.73111,2
31.53,79.7,27.833624999999998,2
31.53,79.7,27.82722,2
31.53,79.7,27.808,2
31.53,79.7,27.590145,2
31.53,79.7,27.67985,2
31.53,79.7,27.615775,2
31.55,79.78,27.59655,2
31.55,79.78,27.628590000000003,2
31.55,79.78,27.57733,2
31.53,79.53,27.45559,2
31.53,79.53,27.513255,2
31.51,79.32,27.583734999999997,2
31.51,79.32,27.59655,2
31.51,79.32,27.545289999999998,2
31.51,79.32,27.500439999999998,2
31.51,79.08,27.487625,2
31.51,79.08,27.461994999999998,2
31.51,79.08,27.436365000000002,2
31.49,78.88,27.365885,2
31.49,78.88,27.35948,2
31.49,78.88,27.288995,2
31.49,78.88,27.23133,2
31.51,78.68,27.250549999999997,2
31.51,78.68,27.25696,2
31.51,78.68,27.19929,2
31.51,78.68,27.141625,2
31.47,78.48,27.141625,2
31.47,78.48,27.115995,2
31.47,78.48,27.05833,2
31.51,78.35,27.160845000000002,2
31.51,78.35,27.25696,2
31.51,78.35,27.75674,2
31.51,78.35,27.993814999999998,2
31.45,78.25,27.820809999999998,2
31.45,78.25,27.916925,2
31.45,78.25,27.775959999999998,2
31.45,78.25,27.372295,2
31.41,78.17,26.218955,2
31.41,78.17,26.295845,2
31.41,78.17,27.115995,2
31.41,78.17,27.15444,2
31.55,78.1,27.820809999999998,2
31.55,78.1,27.743924999999997,2
31.55,78.1,27.769555,2
31.55,78.1,27.775959999999998,2
31.47,78.07,28.160405,2
31.47,78.07,28.60252,2
31.47,78.07,28.99337,2
31.47,78.07,28.95493,2
31.47,78.22,29.05104,2
31.47,78.22,29.58926,2
31.47,78.22,30.12108,2
31.47,78.22,30.558665,2
31.29,78.37,30.949515,2
31.29,78.37,30.750885,2
31.29,78.37,31.846555,2
31.41,78.57,31.78248,2
31.41,78.57,31.68637,2
31.41,78.57,30.058885000000004,2
31.41,78.57,28.5211,2
31.41,78.78,28.57877,2
31.41,78.78,27.60484,2
31.41,78.78,27.547175,2
31.41,78.78,27.201175000000003,2
31.49,78.97,26.451505,2
31.49,78.97,26.558549999999997,2
31.49,78.97,27.95537,2
31.49,78.97,29.006185000000002,2
31.53,79.15,29.538000000000004,2
31.53,79.15,29.397039999999997,2
31.53,79.15,28.5,2
31.53,79.15,28.339815,2
31.57,79.33,28.391075,2
31.57,79.33,28.743479999999998,2
31.57,79.33,28.47437,2
31.57,79.33,28.42952,2
31.57,79.53,28.166815,2
31.57,79.53,27.840035,2
31.57,79.53,27.78237,2
31.57,79.53,27.711885000000002,2
31.57,79.72,27.686255000000003,2
31.57,79.72,27.442774999999997,2
31.57,79.72,27.461994999999998,2
31.57,79.72,27.42996,2
31.55,79.87,27.27618,2
31.55,79.87,27.33385,2
31.55,79.87,27.436365000000002,2
31.55,79.87,27.590145,2
31.53,80.07,27.711885000000002,2
31.53,80.07,28.045075,2
31.53,80.07,27.94896,2
31.53,80.07,28.115555,2
31.53,80.28,28.22448,2
31.53,80.28,28.03226,2
31.53,80.28,27.78237,2
31.53,80.28,28.05789,2
31.49,80.5,27.904110000000003,2
31.49,80.5,27.788775,2
31.49,80.5,27.532475,2
31.49,80.5,27.820809999999998,2
31.53,80.73,27.916925,2
31.53,80.73,27.884885,2
31.53,80.73,27.19929,2
31.53,80.73,27.84644,2
31.49,80.97,28.71785,2
31.49,80.97,29.05104,2
31.49,80.97,29.185595000000003,2
31.49,80.97,29.525185,2
31.53,81.15,29.409855,2
31.53,81.15,28.179630000000003,2
31.53,81.15,28.39748,2
31.53,81.15,28.154,2
31.47,81.32,28.557665,2
31.47,81.32,28.813965000000003,2
31.47,81.32,29.2753,2
31.39,81.55,29.26889,2
31.39,81.55,29.038225,2
31.39,81.55,29.083074999999997,2
31.39,81.55,28.737075,2
31.43,81.77,28.10915,2
31.43,81.77,23.918689999999998,2
31.43,81.77,21.428285,2
31.43,81.77,18.926289999999998,2
31.47,81.92,16.437955,2
31.47,81.92,13.96155,2
31.47,81.92,11.465895,2
31.47,81.92,8.86393,2
31.51,82.05,6.391375,2
31.51,82.05,4.692410000000001,2
31.51,82.05,4.993065,2
31.51,82.05,2.026425,2
31.55,82.17,5.876945,2
31.55,82.17,8.06863,2
31.55,82.17,10.459095000000001,2
31.55,82.17,12.901325,2
31.47,82.22,15.36106,2
31.47,82.22,17.97584,2
31.47,82.22,20.458685000000003,2
31.47,82.22,22.94149,2
31.51,82.27,25.42983,2
31.51,82.27,27.51534,2
31.51,82.27,26.763585,2
31.51,82.27,27.59655,2
31.55,82.3,27.769555,2
31.55,82.3,27.64781,2
31.55,82.3,26.968625,2
31.55,82.3,27.75033,2
31.55,82.22,27.00066,2
31.55,82.22,26.718735,2
31.55,82.22,26.417585,2
31.55,82.22,26.033140000000003,2
31.55,82.15,25.924215,2
31.55,82.15,26.077995,2
31.55,82.15,26.225364999999996,2
31.55,82.15,25.98188,2
31.55,82.08,25.93703,2
31.55,82.08,26.097215,2
31.55,82.08,26.283029999999997,2
31.55,82.08,26.417585,2
31.55,82.07,26.821255,2
31.55,82.07,25.5654,2
